,Unnamed: 0,t,x0,x1,u,L,inst_cost,ctg,path_diff
16,6.0,0.6,-0.9051313801,-1.0623603333,-0.6779578342229478,2.0389184722,0.2009832997999998,0.9841393454999996,-0.6423603333
17,7.0,0.7,-1.0095082401,-1.0257792567,-3.6825181630983472,2.239901772,0.2541118238999997,0.7831560456999997,-0.8457792566999998
18,8.0,0.8,-1.124937891,-1.2786014221,12.52091028141271,2.4940135959,0.2661929358000003,0.5290442218,-1.4986014221
19,9.0,0.9,-1.1860443054,0.0345960205,-12.25291827886167,2.7602065317,0.2628512859999996,0.2628512859999996,-0.7454039795000003
20,0.0,0.0,0.0,-1.0,-19.767086277720985,0.0,0.5868874196,5.1959953671,0.7886020915
21,1.0,0.1,-0.1907842401,-2.7859243877,-4.536942921726435,0.5868874196,0.8463469041,4.6091079475,0.7886020915
22,2.0,0.2,-0.4778472386,-2.9525556813,5.6287688757348455,1.4332343237,0.7031910149,3.7627610434,0.7886020915
23,3.0,0.3,-0.7315913484,-2.1359346839,-3.873110420876252,2.1364253386,0.5717339251999998,3.0595700285,0.7886020915
24,4.0,0.4,-0.9535875271,-2.3012495473,0.358322846557396,2.7081592638,0.5862851028000002,2.4878361033000003,0.7886020915
25,5.0,0.5,-1.1708469974,-2.0481577924,5.968466574464216,3.2944443666,0.4573947511999998,1.9015510005,0.7886020915
26,6.0,0.6,-1.3368834146,-1.2852747177,18.6162095407617,3.7518391178,0.4009520757999998,1.4441562493000002,0.7886020915
27,7.0,0.7,-1.3691392698,0.6086020915,-15.642555779792133,4.1527911936,0.3317973214000007,1.0432041735000004,0.7886020915
28,8.0,0.8,-1.3868924826,-0.9379002736,15.59322876165946,4.484588515,0.3420476188999997,0.7114068520999997,0.7886020915
29,9.0,0.9,-1.400714517,0.6352446369,10.499336666719524,4.8266361339,0.3693592331999999,0.3693592331999999,0.7886020915
30,0.0,0.0,0.0,-1.0,-18.543961245089207,0.0,0.5378294156,4.6032700823,-2.5
31,1.0,0.1,-0.184867473,-2.6695286515,19.6184623465726,0.5378294156,0.4913396945,4.0654406667,-3.4495286515
32,2.0,0.2,-0.3440039916,-0.5485458982,-3.69032903093386,1.0291691101,0.0708512221999999,3.5741009722,-0.7685458982
33,3.0,0.3,-0.4140560744,-0.8475267185,-14.950126145452789,1.1000203323,0.3839446397999999,3.50324975,-0.6675267185000001
34,4.0,0.4,-0.567028852,-2.1895665555,8.038836059099047,1.4839649721,0.3712198491,3.1193051102,-1.7695665555
35,5.0,0.5,-0.7365065773,-1.2162052243,-4.787366105061924,1.8551848212,0.2700030468999999,2.7480852611,-0.7162052243000001
36,6.0,0.6,-0.8754023281,-1.556046084,-9.244749191929271,2.1251878681,0.5124713033000003,2.4780822142,-1.1360460840000002
37,7.0,0.7,-1.0682004586,-2.2877228727,-2.857991807004048,2.6376591714,0.6807020991999999,1.9656109109,-2.1077228727
38,8.0,0.8,-1.299730847,-2.341991665,-0.6707195517878581,3.3183612706,0.7121105613999998,1.2849088116999998,-2.5619916650000003
39,9.0,0.9,-1.5258453932,-2.182949074,14.024243099207716,4.030471832,0.5727982503,0.5727982503,-2.9629490740000004
40,0.0,0.0,0.0,-1.0,-4.098938726759469,0.0,0.1417675095,10.8311758725,-2.5
41,1.0,0.1,-0.1149908672,-1.2949030055,-9.267725078743778,0.1417675095,0.334127773,10.689408363,-2.0749030055000004
42,2.0,0.2,-0.2830489898,-2.0536173907,-14.042703576287444,0.4758952825,0.8200200688999999,10.35528059,-2.2736173907
43,3.0,0.3,-0.5464069466,-3.1945297915,-8.468455986710953,1.2959153514,1.2800387795,9.5352605211,-3.0145297915
44,4.0,0.4,-0.8913722935,-3.6964100434,-11.45585411287704,2.5759541309,1.848035527,8.2552217416,-3.2764100434
45,5.0,0.5,-1.2985481521,-4.434819596,16.67707261441494,4.4239896579,1.5597207168000002,6.407186214599999,-3.934819596
46,6.0,0.6,-1.6399032599,-2.4257572268,-13.42988853475658,5.9837103747,1.2915757285999998,4.847465497799999,-2.0057572268
47,7.0,0.7,-1.935710663,-3.4729386772,1.2557951886732184,7.2752861033,1.4975304810999992,3.5558897691999998,-3.2929386772
48,8.0,0.8,-2.2601298449,-3.0229399764,11.610014714067106,8.7728165844,1.1899532407000013,2.0583592881,-3.2429399764
49,9.0,0.9,-2.4916380293,-1.6304303206,16.818014504693807,9.9627698251,0.8684060473999988,0.8684060473999988,-2.4104303206
50,0.0,0.0,0.0,-1.0,12.901313924550545,0.0,0.1086174818,1.5429457706,2.0344177053
51,1.0,0.1,-0.0327535338,0.3228849262,-5.944326998089245,0.1086174818,0.0207425688,1.4343282888,2.0344177053
52,2.0,0.2,-0.0307821485,-0.2735191589,-3.2981606266784844,0.1293600506,0.0240141335,1.41358572,2.0344177053
53,3.0,0.3,-0.0727654808,-0.5613518892,19.87360038243297,0.1533741841,0.2477140109999999,1.3895715865,2.0344177053
54,4.0,0.4,-0.0300482692,1.3832909374,2.971381187069561,0.4010881951,0.2181499936,1.1418575755,2.0344177053
55,5.0,0.5,0.1159630816,1.5344177053,1.8566766781691832,0.6192381887,0.2459170326999999,0.9237075819,2.0344177053
56,6.0,0.6,0.2709637571,1.5650846977,-11.022370755105651,0.8651552214,0.1750139299999999,0.6777905492,2.0344177053
57,7.0,0.7,0.3665814508,0.3672299284,-3.490951727031128,1.0401691514,0.0248186825,0.5027766192,2.0344177053
58,8.0,0.8,0.3846407748,7.54318e-05,17.321681537047354,1.0649878339,0.2599860038999999,0.4779579367,2.0344177053
59,9.0,0.9,0.4684401679,1.6484441923,-13.18061541905465,1.3249738378,0.2179719328,0.2179719328,2.0344177053
60,0.0,0.0,0.0,-1.0,13.838886062991016,0.0,0.1204106683,8.340751347,-2.5
61,1.0,0.1,-0.0282181053,0.4121067116,-19.08950894112378,0.1204106683,0.2393087518999999,8.2203406787,-0.3678932884000002
62,2.0,0.2,-0.0813448981,-1.4437173897,-17.7844346235333,0.3597194202,0.6811156434999999,7.9810319268,-1.6637173897
63,3.0,0.3,-0.3047634557,-2.9987422945,-11.842635948846368,1.0408350637,1.2731391943,7.2999162833,-2.8187422945
64,4.0,0.4,-0.6474192953,-3.8403500497,-14.49299747257963,2.313974258,2.0857593818,6.026777088999999,-3.4203500497
65,5.0,0.5,-1.0829852873,-4.854083805,17.4628644113249,4.3997336398,1.7822004313999995,3.9410177072,-4.354083805
66,6.0,0.6,-1.4604372867,-2.7303453645,17.923780276718148,6.1819340712,0.7371942762000003,2.1588172758,-2.3103453645000003
67,7.0,0.7,-1.6335591821,-0.7648454414,7.189846755466228,6.9191283474,0.3202568023000003,1.4216229995999994,-0.5848454413999998
68,8.0,0.8,-1.6715634868,-0.0078564611,-17.48018496754127,7.2393851497,0.5377696808999994,1.101366197299999,-0.2278564611000001
69,9.0,0.9,-1.7568701114,-1.6705683333,1.922667646952352,7.7771548306,0.5635965163999996,0.5635965163999996,-2.450568333300001
70,0.0,0.0,0.0,-1.0,17.366037725371662,0.0,0.1775312185,12.4149383773,-2.5
71,1.0,0.1,-0.0111557971,0.7477595696,-19.532369504571253,0.1775312185,0.22724619,12.2374071588,-0.0322404304000003
72,2.0,0.2,-0.0344832979,-1.1821498801,-17.368374722496934,0.4047774085,0.5585424792,12.0101609688,-1.4021498801
73,3.0,0.3,-0.2309978133,-2.7224728369,-5.9687879195877045,0.9633198877,0.8623276024,11.4516184896,-2.5424728369
74,4.0,0.4,-0.5189488296,-3.0314006126,12.320218782771292,1.8256474901,0.6596391459000002,10.5892908872,-2.6114006126
75,5.0,0.5,-0.7478267051,-1.5705008588,-19.3545727270846,2.485286636,0.8756831518999997,9.9296517413,-1.0705008588
76,6.0,0.6,-0.9909057817,-3.2628790549,-2.2210938600190357,3.3609697879,1.1682135123,9.0539685894,-2.8428790549
77,7.0,0.7,-1.3121543974,-3.1637398251,-16.26431883246895,4.5291833002,1.8109921762,7.885755077100001,-2.9837398251
78,8.0,0.8,-1.691901368,-4.4104247378,-18.701270439748463,6.3401754764,3.169893087100001,6.074762900900001,-4.6304247378
79,9.0,0.9,-2.2020746555,-5.7703784943,19.66724530621196,9.5100685635,2.9048698137999995,2.9048698137999995,-6.5503784943
80,0.0,0.0,0.0,-1.0,15.31006929003619,0.0,0.141785999,0.8029607763999999,1.3614529923999998
81,1.0,0.1,-0.0211013769,0.5521083059,-4.841327974244599,0.141785999,0.0224019565,0.6611747773999999,1.3614529923999998
82,2.0,0.2,0.0080191516,0.0388549799,-0.777127973714471,0.1641879555,0.0003597773999999,0.6387728208999999,1.3614529923999998
83,3.0,0.3,0.0079574355,-0.0387961013,10.261986688931913,0.1645477329,0.0818448017,0.6384130434999999,1.3614529923999998
84,4.0,0.4,0.0539070107,0.9414529924,-5.937937276465558,0.2463925346,0.0590861857,0.5565682418,1.3614529923999998
85,5.0,0.5,0.1147738532,0.2867924223,-6.17435629721812,0.3054787203,0.0236849169999999,0.4974820560999999,1.3614529923999998
86,6.0,0.6,0.1121978174,-0.3280671716,-4.440424223356004,0.3291636373,0.0397246393,0.4737971391,1.3614529923999998
87,7.0,0.7,0.0594979113,-0.7194096879,19.3554247129356,0.3688882766,0.2243851815999999,0.4340724997999999,1.3614529923999998
88,8.0,0.8,0.084667297,1.1909633977,-16.07122913143894,0.5932734582,0.1656578299,0.2096873181999999,1.3614529923999998
89,9.0,0.9,0.1202591988,-0.4517514172,8.55771117005024,0.7589312881,0.0440294882999999,0.0440294882999999,1.3614529923999998
90,0.0,0.0,0.0,-1.0,-11.609968913106613,0.0,0.3055266488,5.244307578899999,-2.5
91,1.0,0.1,-0.1513248564,-2.0096720349,0.2461423118524877,0.3055266488,0.3680828534,4.938780930099999,-2.7896720349
92,2.0,0.2,-0.3413798746,-1.7950027855,-8.203456106906092,0.6736095022,0.4997188485,4.570698076699999,-2.0150027855
93,3.0,0.3,-0.5518805273,-2.4048477436,-10.07457189830168,1.1733283507,0.8732391795999999,4.0709792282,-2.2248477436
94,4.0,0.4,-0.8294669748,-3.1347184858,14.413940619877836,2.0465675303,0.7417704529,3.1977400486,-2.7147184858
95,5.0,0.5,-1.0580487388,-1.4647426599,-11.752154367544922,2.7883379832,0.5942528246000003,2.4559695957,-0.9647426599
96,6.0,0.6,-1.2542875373,-2.4437192981,2.8359046769819294,3.3825908078,0.6725089881000001,1.8617167711,-2.0237192981
97,7.0,0.7,-1.4731198188,-1.9412965489,13.560238227439967,4.0550997959,0.4908353233999998,1.1892077829999996,-1.7612965489
98,8.0,0.8,-1.5922620543,-0.4661304906,0.9382695235145632,4.5459351193,0.2767281487000002,0.6983724595999998,-0.6861304906000002
99,9.0,0.9,-1.6320830737,-0.332482519,-11.13530448203476,4.822663268,0.4216443108999996,0.4216443108999996,-1.1124825190000005
100,0.0,0.0,0.0,-1.0,-8.177409361883928,0.0,0.2193495641,2.668107742,-2.5
101,1.0,0.1,-0.13472013,-1.6830208061,16.87628154375583,0.2193495641,0.2336692248999999,2.4487581779000003,-2.4630208061000003
102,2.0,0.2,-0.2132431089,0.0831303271,-17.220872365260874,0.453018789,0.233395161,2.2150889530000004,-0.1368696728999999
103,3.0,0.3,-0.2886367178,-1.5635633006,-8.55253034399765,0.68641395,0.4164892112999999,1.981693792,-1.3835633006
104,4.0,0.4,-0.4788016111,-2.2286514417,7.544023833774148,1.1029031613,0.3772273385,1.5652045807,-1.8086514417
105,5.0,0.5,-0.6543922535,-1.2986584159,-2.4888260660513524,1.4801304998,0.2393161123,1.1879772422,-0.7986584159000001
106,6.0,0.6,-0.7900154003,-1.4119178756,-0.6153161002518424,1.7194466121,0.2628551376999999,0.9486611299,-0.9919178756
107,7.0,0.7,-0.9273537497,-1.3361111363,-0.6506487640501923,1.9823017498,0.2687722392,0.6858059922000002,-1.1561111362999998
108,8.0,0.8,-1.0576491724,-1.2708805899,15.817543160709576,2.251073989,0.2864507321,0.4170337530000001,-1.4908805899000002
109,9.0,0.9,-1.102073638,0.3552981917,-3.982636298938957,2.5375247211,0.1305830209,0.1305830209,-0.4247018083000002
110,0.0,0.0,0.0,-1.0,19.558480965578116,0.0,0.2231934235,1.6556224312,2.1763154215000005
111,1.0,0.1,-0.0005500329,0.9563981295,-0.151933502184395,0.2231934235,0.0818805349,1.4324290077,2.1763154215000005
112,2.0,0.2,0.08972831,0.8509264363,-0.018326406366107,0.3050739584,0.0672521675999999,1.3505484728,2.1763154215000005
113,3.0,0.3,0.1706160023,0.7682061034,-13.98521753970989,0.372326126,0.1179413228,1.2832963052,2.1763154215000005
114,4.0,0.4,0.176068138,-0.6357677863,3.989849129208807,0.4902674488,0.0288673143999999,1.1653549824,2.1763154215000005
115,5.0,0.5,0.1348674075,-0.1955821428,12.80695927812942,0.5191347632,0.1157064968,1.136487668,2.1763154215000005
116,6.0,0.6,0.1782079175,1.0417732749,11.07241901267934,0.63484126,0.3083403134,1.0207811712,2.1763154215000005
117,7.0,0.7,0.3309076722,1.9963154215,-18.431648913358355,0.9431815734,0.3188738183999999,0.7124408578000001,2.1763154215000005
118,8.0,0.8,0.4317206247,0.0523375777,1.6568107794591178,1.2620553918,0.0223492243,0.3935670394000001,2.1763154215000005
119,9.0,0.9,0.4447158348,0.2050234456,19.489312839432277,1.2844046161,0.3712178151,0.3712178151,2.1763154215000005
120,0.0,0.0,0.0,-1.0,11.428015096574985,0.0,0.0929625123,6.4595865845,-2.5
121,1.0,0.1,-0.0398804962,0.1826820058,-16.62468645862267,0.0929625123,0.1996147779,6.3666240722000005,-0.5973179942000002
122,2.0,0.2,-0.1029165592,-1.416750577,-6.514386115116881,0.2925772902,0.3033958026,6.1670092943000006,-1.636750577
123,3.0,0.3,-0.2692510054,-1.9018547423,-6.546068145639342,0.5959730928,0.4894672179999999,5.863613491700001,-1.7218547423
124,4.0,0.4,-0.4819024862,-2.3438100761,-7.8815578330538685,1.0854403108,0.7530208632000002,5.374146273700001,-1.9238100761
125,5.0,0.5,-0.7430713565,-2.8707969891,-7.493019483995255,1.838461174,1.0679588893,4.6211254105,-2.3707969891
126,6.0,0.6,-1.0525105165,-3.3106597774,3.4928114372777586,2.9064200633,1.0449718553,3.5531665212,-2.8906597774
127,7.0,0.7,-1.350665217,-2.6632239332,14.093221402401582,3.9513919186,0.6761861121999995,2.5081946659,-2.4832239332
128,8.0,0.8,-1.5359298898,-1.0686371203,-18.222806637725785,4.6275780308,0.8105049341000008,1.8320085537000008,-1.2886371203000002
129,9.0,0.9,-1.7257754917,-2.7010721821,-0.5893950293343586,5.4380829649,1.0215036195999998,1.0215036195999998,-3.4810721821
130,0.0,0.0,0.0,-1.0,0.3185707366177546,0.0,0.088133903,4.6967702752,-2.5
131,1.0,0.1,-0.0936215272,-0.8745213991,-10.637809627772462,0.088133903,0.2476648195999999,4.608636372199999,-1.6545213991000003
132,2.0,0.2,-0.2283027717,-1.8036211174,-10.12955740537594,0.3357987226,0.5547791716,4.3609715526,-2.0236211174000003
133,3.0,0.3,-0.4489408017,-2.595938828,-7.992409169281057,0.8905778942,0.8855730564,3.806192381,-2.415938828
134,4.0,0.4,-0.7346396778,-3.1094808688,7.354537263820511,1.7761509506,0.7898141626999999,2.9206193246,-2.6894808688
135,5.0,0.5,-0.9949689339,-2.1136978863,11.456655070735016,2.5659651133,0.4083988802,2.1308051619,-1.6136978863000002
136,6.0,0.6,-1.1406934154,-0.8223078977,-8.701025878093684,2.9743639935,0.3302026705000003,1.7224062816999997,-0.4023078977
137,7.0,0.7,-1.2610365079,-1.572067393,-1.9078336820354345,3.304566664,0.4339243080999999,1.3922036111999994,-1.3920673929999998
138,8.0,0.8,-1.4198673063,-1.6040199628,3.2318275602095703,3.7384909721,0.4175242570000002,0.9582793030999994,-1.8240199628
139,9.0,0.9,-1.5568763942,-1.1438281189,-8.941323617754616,4.1560152291,0.5407550460999992,0.5407550460999992,-1.9238281189
140,0.0,0.0,0.0,-1.0,19.575237518043664,0.0,0.2235723959,2.1931429793,2.6551586537
141,1.0,0.1,-0.0004689745,0.9579927263,-3.135397030289436,0.2235723959,0.064150914,1.9695705834,2.6551586537
142,2.0,0.2,0.0755288617,0.5684551871,4.766192356659133,0.2877233099,0.0734902862999999,1.9054196694,2.6551586537
143,3.0,0.3,0.1526804139,0.9679228705,6.296575300177722,0.3612135962,0.1767226964,1.8319293831,2.6551586537
144,4.0,0.4,0.2752496242,1.4750111902,3.001890321874061,0.5379362926,0.2571367488,1.6552066867000002,2.6551586537
145,5.0,0.5,0.4301368554,1.6203129912,8.081315492701961,0.7950730414,0.4369220171999999,1.3980699379,2.6551586537
146,6.0,0.6,0.6234227422,2.2351586537,-18.846325295320597,1.2319950586,0.4080906004,0.9611479207000002,2.6551586537
147,7.0,0.7,0.7449586804,0.228990186,12.40935740754977,1.640085659,0.2154483655000001,0.5530573203000002,2.6551586537
148,8.0,0.8,0.8267790889,1.3881055183,-14.6987183450599,1.8555340245,0.2404813833999999,0.3376089548000001,2.6551586537
149,9.0,0.9,0.8877709484,-0.1427581757,-4.092307714260723,2.0960154079,0.0971275714000001,0.0971275714000001,2.6551586537
150,0.0,0.0,0.0,-1.0,-8.61974580120723,0.0,0.2293834697,3.6355684062,-2.5
151,1.0,0.1,-0.1368598963,-1.7251146839,7.169387783813235,0.2293834697,0.2038285228999999,3.4061849364999994,-2.5051146839000005
152,2.0,0.2,-0.2663449908,-0.878690811,-1.3277610218283833,0.4332119926,0.0917122354999999,3.2023564136,-1.098690811
153,3.0,0.3,-0.3563862091,-0.9214256949,-17.846197864251998,0.5249242281,0.5024134816000001,3.1106441781,-0.7414256949000001
154,4.0,0.4,-0.5304009729,-2.5320307175,0.1895805594863517,1.0273377097,0.6198259533999999,2.6082306965,-2.1120307175
155,5.0,0.5,-0.7704386785,-2.2730349559,16.95511018990034,1.6471636631,0.4248553181999999,1.9884047431,-1.7730349559
156,6.0,0.6,-0.9047276277,-0.4432349877,-14.674972618217552,2.0720189813,0.3413947618000001,1.5635494249000002,-0.0232349876999999
157,7.0,0.7,-1.0178959699,-1.7975639073,10.376339102777386,2.4134137431,0.3295946621999999,1.2221546631,-1.6175639073
158,8.0,0.8,-1.1387621169,-0.63906385,-3.9501946797887832,2.7430084053,0.2108872210000001,0.8925600009000001,-0.8590638500000002
159,9.0,0.9,-1.2186851731,-0.9541602619,-18.35374301693816,2.9538956263,0.6816727799,0.6816727799,-1.7341602619000005
160,0.0,0.0,0.0,-1.0,-12.51383590934899,0.0,0.3313935033,11.988979268699998,-2.5
161,1.0,0.1,-0.1556972387,-2.0956863522,10.594298125545585,0.3313935033,0.29378824,11.6575857654,-2.8756863522
162,2.0,0.2,-0.3038791712,-0.8880746071,-13.907451141634354,0.6251817433,0.353737634,11.3637975254,-1.1080746070999998
163,3.0,0.3,-0.4556667949,-2.1270320977,-10.99168329425286,0.9789193773,0.7533488075999999,11.0100598914,-1.9470320977
164,4.0,0.4,-0.7112520372,-2.9706151847,-11.102986260165636,1.7322681849,1.2754439876,10.2567110838,-2.5506151847000003
165,5.0,0.5,-1.047653248,-3.7445125999,1.010862117930806,3.0077121725,1.3890060999000005,8.9812670962,-3.2445125999
166,6.0,0.6,-1.3991015511,-3.2919780851,-14.070495577581408,4.3967182724,1.8131811129,7.592260996299999,-2.8719780851
167,7.0,0.7,-1.7804395708,-4.3176896231,2.255994365383142,6.2098993853,2.0011601234,5.7790798834,-4.1376896231
168,8.0,0.8,-2.1804088123,-3.6921209451,1.4535197484427833,8.2110595087,1.7449866625000006,3.77791976,-3.9121209451
169,9.0,0.9,-2.5247294842,-3.2024482984,-10.100072747231192,9.9560461712,2.032933097499999,2.032933097499999,-3.9824482984
170,0.0,0.0,0.0,-1.0,14.564074665451765,0.0,0.1305090207,4.2049625917,4.1536226019
171,1.0,0.1,-0.0247100648,0.4811175314,-1.168102359917647,0.1305090207,0.017009145,4.074453571,4.1536226019
172,2.0,0.2,0.0154237187,0.3241735119,0.4848717100074466,0.1475181657,0.0112493154999999,4.057444426,4.1536226019
173,3.0,0.3,0.048618436,0.3394659655,-5.62965156127869,0.1587674812,0.0191053402999999,4.0461951105,4.1536226019
174,4.0,0.4,0.0536899376,-0.2285706922,6.924877341338913,0.1778728215,0.0295104196,4.0270897702,4.1536226019
175,5.0,0.5,0.0654370848,0.4521698948,19.796089216013257,0.2073832411,0.4184019470999999,3.9975793506,4.1536226019
176,6.0,0.6,0.2042286932,2.292987208,19.953661755830467,0.6257851882,1.2260765705,3.5791774035,4.1536226019
177,7.0,0.7,0.5189594749,3.9736226019,-4.427927801386167,1.8518617587,1.3382496199000002,2.353100833,4.1536226019
178,8.0,0.8,0.8756801178,3.1741091788,-16.298334616060018,3.1901113786,0.7606474804999999,1.0148512131,4.1536226019
179,9.0,0.9,1.0988948244,1.3210610106,-4.525493182167107,3.9507588591,0.2542037326000002,0.2542037326000002,4.1536226019
180,0.0,0.0,0.0,-1.0,5.919583256670084,0.0,0.0655794403,4.502935089599999,-2.5
181,1.0,0.1,-0.0665270812,-0.3415145932,-6.160983659468977,0.0655794403,0.0612494655,4.4373556493,-1.1215145932
182,2.0,0.2,-0.1288297436,-0.8953102967,-11.314094596210811,0.1268289058,0.2717975408,4.376106183799999,-1.1153102967
183,3.0,0.3,-0.2687607822,-1.8867887177,3.1263709730919267,0.3986264466,0.2899758106,4.104308643,-1.7067887177
184,4.0,0.4,-0.4331890293,-1.4097233733,5.320028015813662,0.6886022572,0.1594909972,3.8143328324,-0.9897233733
185,5.0,0.5,-0.541606822,-0.769302779,2.2379355667068914,0.8480932544,0.0752176226999999,3.6548418352,-0.269302779
186,6.0,0.6,-0.603989801,-0.4831262434,-14.597663928798234,0.9233108771,0.3000204123999999,3.5796242125,-0.0631262433999999
187,7.0,0.7,-0.7205803404,-1.8263020969,-19.339010191809724,1.2233312895,0.9961030357,3.2796038001000003,-1.6463020968999995
188,8.0,0.8,-0.9879268308,-3.4928566256,-0.470874418267023,2.2194343252,1.2557776913,2.2835007644000003,-3.7128566256
189,9.0,0.9,-1.3225942427,-3.2052766555,4.7758702718509305,3.4752120165,1.0277230731000002,1.0277230731000002,-3.9852766555
190,0.0,0.0,0.0,-1.0,-17.38629398146415,0.0,0.4936290008,9.9087754093,-2.5
191,1.0,0.1,-0.1792673543,-2.5593620438,10.556645718291756,0.4936290008,0.4477073674,9.4151464085,-3.3393620438000005
192,2.0,0.2,-0.37175601,-1.3112088163,-5.782416321680199,0.9413363682,0.271512009,8.9674390411,-1.5312088163
193,3.0,0.3,-0.5245060249,-1.7367004336,-16.430383427869263,1.2128483772,0.7911468682,8.6959270321,-1.5567004336
194,4.0,0.4,-0.7692555423,-3.134989259,-11.185824292015209,2.0039952454,1.3988471342,7.9047801639,-2.714989259
195,5.0,0.5,-1.1216997395,-3.901127491,-7.915668213937895,3.4028423796,1.8862264345,6.5059330297,-3.401127491
196,6.0,0.6,-1.5312323437,-4.2831617081,16.681035345862618,5.2890688141,1.5347117026,4.6197065952,-3.8631617081
197,7.0,0.7,-1.8581361233,-2.288154394,-1.0246745268806805,6.8237805167,0.8853169661999996,3.0849948926,-2.108154394
198,8.0,0.8,-2.0808401451,-2.1679178249,-5.900572029895326,7.7090974829,1.0524004831000005,2.1996779264000006,-2.3879178249
199,9.0,0.9,-2.3156876452,-2.5231275277,1.0734158388275183,8.761497966,1.1472774433,1.1472774433,-3.3031275277
200,0.0,0.0,0.0,-1.0,0.1137374275940743,0.0,0.0899218209,1.8988796147,2.4123168317
201,1.0,0.1,-0.094612383,-0.8940138743,14.074041418976693,0.0899218209,0.1201596950999999,1.8089577938,2.4123168317
202,2.0,0.2,-0.111607032,0.5303849166,5.96620761333298,0.210081516,0.0836002185,1.6887980987,2.4123168317
203,3.0,0.3,-0.0322731931,1.0476718391,7.136434803007141,0.2936817345,0.2086564044,1.6051978802,2.4123168317
204,4.0,0.4,0.1019478057,1.6270943205,-15.252988366348038,0.5023381389,0.2060107483,1.3965414758,2.4123168317
205,5.0,0.5,0.1830012249,0.0207420647,8.997816863246282,0.7083488872,0.0712271524,1.1905307275,2.4123168317
206,6.0,0.6,0.228501285,0.8750236909,15.137909323331913,0.7795760396,0.3837832093,1.1193035751,2.4123168317
207,7.0,0.7,0.3849990766,2.2323168317,-13.805811776150003,1.1633592489,0.34916268,0.7355203658,2.4123168317
208,8.0,0.8,0.5306476375,0.7060870932,6.184153615542019,1.5125219289,0.1488157165999999,0.3863576857999999,2.4123168317
209,9.0,0.9,0.627755736,1.2273943563,3.7343619976158138,1.6613376455,0.2375419692,0.2375419692,2.4123168317
210,0.0,0.0,0.0,-1.0,-11.600170596110328,0.0,0.3052534916,15.840577360199998,-2.5
211,1.0,0.1,-0.1512774579,-2.0087396018,-3.978574745330388,0.3052534916,0.4577687899,15.535323868599995,-2.7887396018
212,2.0,0.2,-0.3616803308,-2.1961942033,-12.297015376696253,0.7630222815,0.828537137,15.077555078699998,-2.4161942033
213,3.0,0.3,-0.6301616473,-3.1574144245,-17.473286098308357,1.5915594185,1.7173809366,14.249017941699998,-2.9774144245
214,4.0,0.4,-1.0151549492,-4.5197497325,3.2330956111417564,3.3089403551,1.8800066467,12.5316370051,-4.0997497325
215,5.0,0.5,-1.4296268132,-3.7819683073,-0.9935698269389768,5.1889470018,1.5928682195999997,10.651630358399998,-3.2819683073
216,6.0,0.6,-1.794334959,-3.5166171442,-15.174104634175364,6.7818152214,2.1875075070000003,9.0587621388,-3.0966171442
217,7.0,0.7,-2.2023888027,-4.6259737639,-0.552338879092396,8.9693227284,2.5536263128000005,6.871254631799999,-4.4459737639
218,8.0,0.8,-2.6452802493,-4.2383162053,5.716200505731905,11.5229490412,2.243454677199999,4.317628318999999,-4.458316205300001
